customer_id,gender,is_senior_citizen,partner,dependents,partner_dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,avg charges,Check,Start Date,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,Contract Type,Phone Service,Internet Service
8197-BFWVU,Female,0,Yes,Yes,3,2,1,2,Bank transfer (automatic),93.25,"6,688.95",No,71.73,93.25,TRUE,20150912,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8198-RKSZG,Female,0,Yes,Yes,3,2,1,0,Credit card (automatic),80.45,"1,137.05",No,14.13,80.45,TRUE,20200612,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
8199-ZLLSA,Male,0,No,No,0,2,2,1,Bank transfer (automatic),118.35,"7,804.15",Yes,65.94,118.35,TRUE,20160312,FALSE,TRUE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
8200-KLNYW,Female,0,Yes,No,1,1,1,1,Mailed check,80.9,"1,714.95",No,21.20,80.90,TRUE,20191112,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
8200-LGKSR,Male,0,Yes,No,1,2,1,2,Electronic check,83.2,"6,126.10",No,73.63,83.20,TRUE,20150712,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8201-AAXCB,Male,0,Yes,Yes,3,2,1,0,Electronic check,60.35,"1,404.65",No,23.28,60.35,TRUE,20190912,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
8203-XJZRC,Male,0,No,No,0,1,0,0,Mailed check,20.25,20.25,No,1.00,20.25,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8204-TIFGJ,Female,0,No,No,0,1,0,0,Bank transfer (automatic),20.3,470.60,No,23.18,20.30,TRUE,20190912,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8204-YJCLA,Male,1,Yes,Yes,3,0,1,2,Bank transfer (automatic),64.8,"4,732.35",No,73.03,64.80,TRUE,20150712,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
8205-MQUGY,Male,0,Yes,Yes,3,1,1,0,Electronic check,49.2,571.15,No,11.61,49.20,TRUE,20200912,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8205-OTCHB,Male,0,No,No,0,0,1,1,Bank transfer (automatic),43.75,903.60,Yes,20.65,43.75,TRUE,20191212,FALSE,TRUE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
8205-VSLRB,Male,0,Yes,No,1,2,1,2,Credit card (automatic),77.3,"5,498.20",No,71.13,77.30,TRUE,20150912,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8207-DMRVL,Male,0,Yes,Yes,3,2,2,2,Bank transfer (automatic),114.55,"8,306.05",No,72.51,114.55,TRUE,20150812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
8207-VVMYB,Female,0,Yes,No,1,2,0,2,Bank transfer (automatic),26,"2,006.95",No,77.19,26.00,TRUE,20150312,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
8208-EUMTE,Male,0,No,No,0,0,1,2,Mailed check,54.85,916.15,No,16.70,54.85,TRUE,20200412,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
8212-CRQXP,Female,0,Yes,No,1,1,2,0,Credit card (automatic),80,"1,706.45",No,21.33,80.00,TRUE,20191112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8212-DJRCH,Male,0,Yes,Yes,3,1,2,0,Mailed check,90.35,434.50,No,4.81,90.35,TRUE,20210412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8213-TAZPM,Female,0,Yes,Yes,3,2,2,1,Bank transfer (automatic),108.75,"7,493.05",No,68.90,108.75,TRUE,20151212,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
8215-NGSPE,Female,0,Yes,Yes,3,1,0,2,Mailed check,20,833.55,No,41.68,20.00,TRUE,20180312,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
8216-AZUUZ,Female,0,Yes,Yes,3,1,2,2,Electronic check,100.4,"4,303.65",No,42.87,100.40,TRUE,20180212,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,Fiber Optic
8217-QYOHV,Male,0,No,No,0,1,1,0,Mailed check,55.75,266.95,No,4.79,55.75,TRUE,20210412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8218-FFJDS,Female,0,Yes,No,1,2,1,2,Bank transfer (automatic),86.4,"6,058.95",No,70.13,86.40,TRUE,20151012,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8219-VYBVI,Male,0,No,Yes,2,2,0,2,Mailed check,25,"1,004.35",No,40.17,25.00,TRUE,20180412,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
8220-OCUFY,Female,0,No,No,0,1,1,1,Electronic check,60.25,"1,258.35",No,20.89,60.25,TRUE,20191212,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
8221-EQDGL,Male,0,Yes,No,1,1,1,0,Mailed check,61,"2,130.45",No,34.93,61.00,TRUE,20181012,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8221-HVAYI,Male,0,Yes,Yes,3,2,1,2,Credit card (automatic),69.15,"2,490.15",No,36.01,69.15,TRUE,20180812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8224-DWCKX,Male,1,No,No,0,2,2,0,Credit card (automatic),73.3,828.05,No,11.30,73.30,TRUE,20200912,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8224-IVVPA,Female,0,No,No,0,1,1,0,Mailed check,56.7,"1,652.95",No,29.15,56.70,TRUE,20190312,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8224-KDLKN,Male,0,Yes,Yes,3,2,0,2,Bank transfer (automatic),25,"1,738.90",No,69.56,25.00,TRUE,20151112,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
8224-UAXBZ,Female,0,Yes,No,1,0,1,1,Electronic check,45.35,"2,540.10",No,56.01,45.35,TRUE,20161212,TRUE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
8225-BTJAU,Male,1,No,No,0,1,2,0,Electronic check,79.25,793.55,Yes,10.01,79.25,TRUE,20201012,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8226-BXGES,Male,0,Yes,No,1,2,2,1,Bank transfer (automatic),89.45,"5,692.65",No,63.64,89.45,TRUE,20160512,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
8229-BUJHX,Female,0,Yes,Yes,3,1,0,2,Bank transfer (automatic),20.5,"1,500.95",No,73.22,20.50,TRUE,20150712,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
8229-MYEJZ,Female,0,No,No,0,1,1,0,Electronic check,51.2,498.25,No,9.73,51.20,TRUE,20201112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8229-TNIQA,Female,0,No,No,0,1,1,0,Mailed check,45.3,196.95,Yes,4.35,45.30,TRUE,20210412,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8231-BSWXX,Male,0,No,No,0,2,2,1,Credit card (automatic),79.05,"5,552.50",No,70.24,79.05,TRUE,20151012,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
8232-CTLKO,Female,0,Yes,Yes,3,1,1,2,Electronic check,59.75,"3,996.80",No,66.89,59.75,TRUE,20160212,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
8232-UTFOZ,Male,0,No,No,0,1,0,2,Credit card (automatic),19.95,"1,399.35",No,70.14,19.95,TRUE,20151012,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
8234-GSZYK,Male,0,No,No,0,2,0,2,Bank transfer (automatic),26.45,"1,110.05",No,41.97,26.45,TRUE,20180312,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
8237-ULIXL,Female,0,Yes,No,1,2,0,2,Credit card (automatic),24.85,"1,871.85",No,75.33,24.85,TRUE,20150512,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
8241-JUIQO,Female,0,No,No,0,1,0,1,Bank transfer (automatic),19.45,"1,336.35",No,68.71,19.45,TRUE,20151212,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
8242-JSVBO,Male,0,No,No,0,1,1,0,Bank transfer (automatic),44.65,322.50,No,7.22,44.65,TRUE,20210112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8242-PDSGJ,Male,0,Yes,No,1,0,1,2,Credit card (automatic),39.15,"2,692.75",No,68.78,39.15,TRUE,20151212,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
8242-SOQUO,Female,1,No,No,0,1,2,0,Electronic check,84.7,392.50,No,4.63,84.70,TRUE,20210412,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8245-UMPYT,Female,1,No,No,0,2,2,0,Electronic check,96.4,"1,581.20",Yes,16.40,96.40,TRUE,20200412,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8246-SHFGA,Male,0,No,No,0,1,0,0,Credit card (automatic),21.1,385.55,No,18.27,21.10,TRUE,20200212,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8249-THVEC,Male,0,Yes,Yes,3,1,0,1,Mailed check,19.4,997.75,No,51.43,19.40,TRUE,20170512,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
8250-ZNGGW,Female,1,No,No,0,1,1,0,Credit card (automatic),59.9,287.85,No,4.81,59.90,TRUE,20210412,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8257-RZAHR,Female,0,Yes,No,1,2,1,0,Bank transfer (automatic),64.7,941.00,Yes,14.54,64.70,TRUE,20200612,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
8258-GSTJK,Male,1,No,No,0,2,2,0,Electronic check,77,237.75,Yes,3.09,77.00,TRUE,20210512,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8259-DZLIZ,Female,0,Yes,Yes,3,2,1,1,Bank transfer (automatic),53.85,"3,399.85",No,63.14,53.85,TRUE,20160512,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
8259-NFJTV,Female,0,Yes,Yes,3,0,1,0,Mailed check,34.65,246.60,No,7.12,34.65,TRUE,20210112,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
8260-NGFNY,Female,0,No,No,0,0,1,0,Mailed check,25.2,25.20,Yes,1.00,25.20,TRUE,20210712,TRUE,TRUE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
8261-GWDBQ,Female,1,Yes,No,1,2,2,2,Bank transfer (automatic),116.05,"6,925.90",No,59.68,116.05,TRUE,20160912,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
8262-COGGB,Male,0,No,No,0,1,0,0,Mailed check,20.45,20.45,No,1.00,20.45,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8263-JQAIK,Male,1,No,No,0,0,1,0,Mailed check,24.45,47.50,Yes,1.94,24.45,TRUE,20210712,FALSE,TRUE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
8263-OKETD,Female,0,No,No,0,2,1,0,Credit card (automatic),68.9,"1,370.35",No,19.89,68.90,TRUE,20200112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
8263-QMNTJ,Male,0,Yes,No,1,2,2,2,Electronic check,115.55,"8,425.30",No,72.91,115.55,TRUE,20150812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
8265-HKSOW,Female,0,Yes,Yes,3,2,2,2,Credit card (automatic),107.45,"7,658.30",No,71.27,107.45,TRUE,20150912,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
8266-VBFQL,Male,0,No,No,0,1,2,0,Electronic check,90.4,356.65,No,3.95,90.40,TRUE,20210512,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8267-KFGYD,Male,0,No,Yes,2,1,0,0,Mailed check,21.05,21.05,No,1.00,21.05,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8267-ZNYVZ,Female,0,Yes,No,1,1,2,1,Electronic check,103.75,"3,361.05",Yes,32.40,103.75,TRUE,20181212,TRUE,TRUE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
8268-YDIXR,Male,0,Yes,No,1,2,2,1,Electronic check,93.15,"5,253.95",No,56.40,93.15,TRUE,20161212,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
8270-RKSAP,Male,0,No,No,0,1,2,0,Electronic check,70.5,597.90,No,8.48,70.50,TRUE,20201212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8272-ONJLV,Male,0,No,No,0,1,2,1,Electronic check,95.7,"1,184.00",No,12.37,95.70,TRUE,20200812,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
8276-MQBYC,Male,1,No,No,0,2,2,0,Electronic check,97.8,"4,913.30",Yes,50.24,97.80,TRUE,20170612,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8277-RVRSV,Female,0,Yes,Yes,3,2,0,1,Credit card (automatic),24.15,800.30,No,33.14,24.15,TRUE,20181112,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,Two or More Lines,No Internet Service
8280-MQRQN,Female,0,No,No,0,1,1,0,Mailed check,50.45,50.45,Yes,1.00,50.45,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8285-ABVLB,Female,0,Yes,No,1,1,0,2,Credit card (automatic),19.85,"1,328.35",No,66.92,19.85,TRUE,20160212,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
8286-AFUYI,Male,0,No,No,0,1,1,0,Electronic check,47.95,47.95,No,1.00,47.95,TRUE,20210712,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8290-YWKHZ,Female,1,Yes,No,1,2,2,0,Electronic check,93.2,"2,931.00",Yes,31.45,93.20,TRUE,20190112,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8292-FRFZQ,Female,0,No,No,0,0,1,1,Bank transfer (automatic),41.15,"1,700.90",No,41.33,41.15,TRUE,20180312,TRUE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
8292-ITGYJ,Female,0,Yes,Yes,3,2,0,2,Bank transfer (automatic),24.65,"1,138.80",No,46.20,24.65,TRUE,20171012,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
8292-TYSPY,Male,0,No,No,0,1,1,0,Credit card (automatic),55,"1,046.50",Yes,19.03,55.00,TRUE,20200112,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8294-UIMBA,Female,0,No,No,0,1,2,1,Bank transfer (automatic),94.4,"2,638.10",No,27.95,94.40,TRUE,20190512,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
8295-FHIVV,Male,0,No,No,0,1,0,0,Mailed check,19.4,168.65,No,8.69,19.40,TRUE,20201212,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8295-KMENE,Female,0,Yes,Yes,3,2,1,2,Mailed check,76.45,"4,519.50",No,59.12,76.45,TRUE,20160912,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8305-VHZBZ,Male,0,No,No,0,1,0,0,Mailed check,20.2,20.20,Yes,1.00,20.20,TRUE,20210712,FALSE,TRUE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8309-IEYJD,Female,1,No,No,0,1,2,0,Mailed check,70.6,70.60,No,1.00,70.60,TRUE,20210712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8309-PPCED,Female,0,Yes,No,1,2,2,2,Bank transfer (automatic),110.45,"7,982.50",No,72.27,110.45,TRUE,20150812,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
8311-UEUAB,Female,0,Yes,Yes,3,2,1,2,Electronic check,75.5,"5,229.45",No,69.26,75.50,TRUE,20151112,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8313-AFGBW,Male,0,Yes,No,1,1,1,2,Electronic check,73.6,"3,522.65",No,47.86,73.60,TRUE,20170912,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
8313-KTIHG,Male,0,No,No,0,1,1,0,Electronic check,61.3,249.40,No,4.07,61.30,TRUE,20210412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8313-NDOIA,Female,0,No,No,0,2,2,0,Electronic check,104.15,"2,494.65",No,23.95,104.15,TRUE,20190912,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8314-DPQHL,Male,0,No,No,0,0,1,1,Mailed check,50.8,463.60,No,9.13,50.80,TRUE,20201112,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
8314-HTWVE,Female,0,Yes,Yes,3,1,0,2,Mailed check,19.85,144.15,No,7.26,19.85,TRUE,20210112,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
8316-BBQAY,Female,0,No,No,0,0,1,2,Credit card (automatic),59.95,"3,921.10",No,65.41,59.95,TRUE,20160312,TRUE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
8317-BVKSO,Male,0,No,No,0,1,0,0,Electronic check,20.05,299.30,No,14.93,20.05,TRUE,20200612,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8318-LCNBW,Male,0,Yes,No,1,0,1,1,Credit card (automatic),53.15,"1,930.90",No,36.33,53.15,TRUE,20180812,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
8319-QBEHW,Male,0,No,Yes,2,0,1,1,Bank transfer (automatic),39.95,"1,023.75",No,25.63,39.95,TRUE,20190712,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
8325-QRPZR,Female,0,No,No,0,1,2,0,Electronic check,75.15,525.00,No,6.99,75.15,TRUE,20210212,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8327-LZKAS,Female,1,Yes,No,1,2,2,1,Electronic check,107.55,"4,533.90",Yes,42.16,107.55,TRUE,20180212,TRUE,TRUE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
8327-WKMIE,Male,0,No,No,0,1,0,1,Credit card (automatic),20.15,785.75,No,39.00,20.15,TRUE,20180612,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
8328-SKJNO,Male,0,No,Yes,2,0,1,1,Bank transfer (automatic),40.65,947.40,No,23.31,40.65,TRUE,20190912,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
8329-GWVPJ,Female,0,Yes,Yes,3,1,2,0,Bank transfer (automatic),69.75,"3,557.70",No,51.01,69.75,TRUE,20170512,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8329-IBCTI,Female,0,No,No,0,1,0,0,Mailed check,19.65,19.65,Yes,1.00,19.65,TRUE,20210712,TRUE,TRUE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8329-UTMVM,Male,1,No,No,0,2,2,1,Bank transfer (automatic),104.65,"2,964.00",No,28.32,104.65,TRUE,20190412,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
8331-ZXFOE,Female,0,No,No,0,2,1,1,Credit card (automatic),71.1,"4,299.20",No,60.47,71.10,TRUE,20160812,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
8332-OSJDW,Male,0,Yes,Yes,3,2,0,1,Mailed check,26.4,314.95,No,11.93,26.40,TRUE,20200912,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,Two or More Lines,No Internet Service
8336-TAVKX,Female,1,Yes,No,1,2,1,2,Bank transfer (automatic),78.45,"5,682.25",No,72.43,78.45,TRUE,20150812,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8337-MSSXB,Female,0,No,No,0,1,2,0,Electronic check,86.3,"1,180.95",Yes,13.68,86.30,TRUE,20200712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8337-UPOAQ,Male,1,Yes,No,1,2,2,0,Electronic check,89.8,914.30,Yes,10.18,89.80,TRUE,20201012,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8338-QIUNR,Male,0,Yes,Yes,3,2,1,2,Credit card (automatic),66.5,"4,811.60",No,72.35,66.50,TRUE,20150812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8344-WFMFH,Male,0,No,Yes,2,1,1,0,Electronic check,50.1,484.05,No,9.66,50.10,TRUE,20201112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8345-MVDYC,Female,0,No,No,0,1,1,2,Bank transfer (automatic),81.65,"3,618.70",No,44.32,81.65,TRUE,20171212,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
8347-GDTMP,Female,0,Yes,No,1,1,0,2,Credit card (automatic),19.45,"1,225.65",No,63.02,19.45,TRUE,20160512,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
8348-HFYIV,Male,0,No,No,0,0,1,0,Electronic check,49.25,90.35,Yes,1.83,49.25,TRUE,20210712,FALSE,TRUE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
8348-JLBUG,Male,1,Yes,No,1,1,2,1,Credit card (automatic),80.3,"5,017.70",No,62.49,80.30,TRUE,20160612,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
8350-NYMVI,Female,0,No,No,0,0,1,0,Bank transfer (automatic),41.1,"1,597.05",No,38.86,41.10,TRUE,20180612,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
8356-WUAOJ,Female,0,Yes,No,1,1,1,0,Electronic check,45,45.00,No,1.00,45.00,TRUE,20210712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
8357-EQXFO,Female,0,No,No,0,1,2,0,Electronic check,95.35,660.90,Yes,6.93,95.35,TRUE,20210212,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8361-LBRDI,Female,0,No,No,0,2,0,2,Credit card (automatic),24.35,"1,423.85",No,58.47,24.35,TRUE,20161012,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
8361-LTMKD,Male,1,Yes,No,1,2,2,0,Mailed check,74.4,306.60,Yes,4.12,74.40,TRUE,20210412,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8364-TRMMK,Female,0,No,No,0,2,1,0,Mailed check,50.65,151.30,Yes,2.99,50.65,TRUE,20210612,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
8372-JUXUI,Male,0,No,Yes,2,2,2,0,Electronic check,74.35,74.35,Yes,1.00,74.35,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8374-UULRV,Male,0,No,No,0,2,1,2,Credit card (automatic),86.05,"6,309.65",No,73.33,86.05,TRUE,20150712,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
8374-XGEJJ,Male,1,Yes,No,1,2,2,0,Electronic check,101,"4,388.40",Yes,43.45,101.00,TRUE,20180112,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8375-DKEBR,Female,1,No,No,0,1,2,0,Electronic check,69.6,69.60,Yes,1.00,69.60,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8375-KVTHK,Male,0,Yes,No,1,1,2,1,Electronic check,100.3,"6,754.35",No,67.34,100.30,TRUE,20160112,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
8378-LKJAF,Male,0,Yes,Yes,3,2,2,0,Credit card (automatic),101.15,"3,956.70",No,39.12,101.15,TRUE,20180512,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8380-MQINP,Female,0,Yes,Yes,3,1,0,2,Mailed check,20.3,"1,079.05",No,53.16,20.30,TRUE,20170312,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
8380-PEFPE,Male,0,No,Yes,2,1,2,0,Electronic check,71.65,71.65,Yes,1.00,71.65,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8382-SHQEH,Female,0,Yes,No,1,2,2,0,Electronic check,84.9,764.95,Yes,9.01,84.90,TRUE,20201112,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8383-SGHJU,Female,0,No,No,0,2,1,1,Electronic check,59.4,"1,952.80",No,32.88,59.40,TRUE,20181212,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
8384-FZBJK,Female,0,Yes,Yes,3,2,2,0,Electronic check,100.6,"5,611.70",No,55.78,100.60,TRUE,20170112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8387-MOJJT,Female,0,Yes,Yes,3,1,2,0,Credit card (automatic),77.95,"3,384.00",Yes,43.41,77.95,TRUE,20180112,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
8387-UGUSU,Female,0,Yes,Yes,3,1,0,0,Mailed check,20.05,284.30,No,14.18,20.05,TRUE,20200612,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
8388-DMKAE,Female,0,No,No,0,1,0,2,Mailed check,20.25,174.65,No,8.62,20.25,TRUE,20201212,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
